rowID,file,Study_Name,Site_Name,PH,PH_Collection_Method,PH_mean,Organic_Carbon__percent,OC_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,ph_new,PHIHOX,CLYPPT,SLTPPT,SNDPPT,CECSOL,ORCDRC,phFinal,ClayFinal,SandFinal,SiltFinal,OCFinal,ESA,bio10_1,bio10_4,bio10_7,bio10_12,bio10_15,elevation,SnowMonths,SnowMonths_cat,Aridity,PETyr,PET_SD,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Biomassm2,logBiomass,Site_Abundance,Site_AbundanceUnits,Sites_Abundancem2,logAbundance
62,000_Akulova2017,Komi_Reg,Tr_Pechor_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.965448505,17.82724252,42.34219269,40.49501661,34.39202658,16.94750831,4.965448505,17.82724252,40.49501661,42.34219269,16.94750831,Needleleaf evergreen forest,0.2,11500,41.1,631,28,163,7,4plus,12272,550,48.72171402,2,Number of species,NA,NA,NA,NA,3.2,Individuals per m2,3.2,1.435084525
63,000_Akulova2017,Komi_Reg,Tr_Pechor_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.965448505,17.82724252,42.34219269,40.49501661,34.39202658,16.94750831,4.965448505,17.82724252,40.49501661,42.34219269,16.94750831,Needleleaf evergreen forest,0.2,11500,41.1,631,28,163,7,4plus,12272,550,48.72171402,1,Number of species,NA,NA,NA,NA,1.6,Individuals per m2,1.6,0.955511445
64,000_Akulova2017,Komi_Reg,Tr_Pechor_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.965448505,17.82724252,42.34219269,40.49501661,34.39202658,16.94750831,4.965448505,17.82724252,40.49501661,42.34219269,16.94750831,Broadleaf deciduous forest,0.2,11500,41.1,631,28,163,7,4plus,12272,550,48.72171402,2,Number of species,NA,NA,NA,NA,9.6,Individuals per m2,9.6,2.360854001
65,000_Akulova2017,Komi_Reg,Sev_Ural_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Needleleaf evergreen forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,1,Number of species,NA,NA,NA,NA,3.2,Individuals per m2,3.2,1.435084525
66,000_Akulova2017,Komi_Reg,Sev_Ural_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Needleleaf evergreen forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,1,Number of species,NA,NA,NA,NA,1.6,Individuals per m2,1.6,0.955511445
67,000_Akulova2017,Komi_Reg,Sev_Ural_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Needleleaf evergreen forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,1,Number of species,NA,NA,NA,NA,3.2,Individuals per m2,3.2,1.435084525
68,000_Akulova2017,Komi_Reg,Sev_Ural_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Needleleaf evergreen forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,2,Number of species,NA,NA,NA,NA,4.8,Individuals per m2,4.8,1.757857918
69,000_Akulova2017,Komi_Reg,Sev_Ural_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Broadleaf deciduous forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,3,Number of species,NA,NA,NA,NA,28.8,Individuals per m2,28.8,3.394508394
70,000_Akulova2017,Komi_Reg,Sev_Ural_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Mixed forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,2,Number of species,NA,NA,NA,NA,6.4,Individuals per m2,6.4,2.00148
71,000_Akulova2017,Komi_Reg,Sev_Ural_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982724252,12.1627907,37.84717608,50.15946844,22.56810631,8.810963455,4.982724252,12.1627907,50.15946844,37.84717608,8.810963455,Mixed forest,-4.2,11844,42.4,733,37,782,7,4plus,14040,500,45.79544067,1,Number of species,NA,NA,NA,NA,4.8,Individuals per m2,4.8,1.757857918
72,000_Akulova2017,Komi_Reg,Sev_Ural_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.015614618,16.33222591,42.34219269,41.82724252,40.07973422,24.29568106,5.015614618,16.33222591,41.82724252,42.34219269,24.29568106,Herbaceous,-0.1,11601,41.6,629,26,107,6,4plus,12253,537,48.44433975,2,Number of species,NA,NA,NA,NA,2,Individuals per m2,2,1.098612289
73,000_Akulova2017,Komi_Reg,Sev_Ural_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.015614618,16.33222591,42.34219269,41.82724252,40.07973422,24.29568106,5.015614618,16.33222591,41.82724252,42.34219269,24.29568106,Herbaceous,-0.1,11601,41.6,629,26,107,6,4plus,12253,537,48.44433975,3,Number of species,NA,NA,NA,NA,3.2,Individuals per m2,3.2,1.435084525
74,000_Akulova2017,Komi_Reg,Sev_Ural_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.015614618,16.33222591,42.34219269,41.82724252,40.07973422,24.29568106,5.015614618,16.33222591,41.82724252,42.34219269,24.29568106,Mixed forest,-0.1,11601,41.6,629,26,107,6,4plus,12253,537,48.44433975,4,Number of species,NA,NA,NA,NA,7.8,Individuals per m2,7.8,2.174751721
75,000_Akulova2017,Komi_Reg,Sev_Ural_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.015614618,16.33222591,42.34219269,41.82724252,40.07973422,24.29568106,5.015614618,16.33222591,41.82724252,42.34219269,24.29568106,Needleleaf evergreen forest,-0.1,11601,41.6,629,26,107,6,4plus,12253,537,48.44433975,4,Number of species,NA,NA,NA,NA,2,Individuals per m2,2,1.098612289
76,000_Baker1998a,Mortlake_Baker,A3,4.7,CaCl2,no,NA,NA,14.28571429,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,23,Individuals per m2,23,3.17805383
77,000_Baker1998a,Mortlake_Baker,B3,4.6,CaCl2,no,NA,NA,13,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,13,Individuals per m2,13,2.63905733
78,000_Baker1998a,Mortlake_Baker,C3,4.7,CaCl2,no,NA,NA,13.07692308,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,38,Individuals per m2,38,3.663561646
79,000_Baker1998a,Mortlake_Baker,D3,4.7,CaCl2,no,NA,NA,13.33333333,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,0,Number of species,NA,NA,NA,NA,5,Individuals per m2,5,1.791759469
80,000_Baker1998a,Mortlake_Baker,A6,4.2,CaCl2,no,NA,NA,12.72727273,no,NA,NA,NA,NA,3.2,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.2,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,0,Number of species,NA,NA,NA,NA,0,Individuals per m2,0,0
81,000_Baker1998a,Mortlake_Baker,B6,4.3,CaCl2,no,NA,NA,15,no,NA,NA,NA,NA,3.3,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.3,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,4,Number of species,NA,NA,NA,NA,45,Individuals per m2,45,3.828641396
82,000_Baker1998a,Mortlake_Baker,C6,5,CaCl2,no,NA,NA,17.77777778,no,NA,NA,NA,NA,4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,190,Individuals per m2,190,5.252273428
83,000_Baker1998a,Mortlake_Baker,D6,4.9,CaCl2,no,NA,NA,12.35294118,no,NA,NA,NA,NA,3.9,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.9,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,22,Individuals per m2,22,3.135494216
84,000_Baker1998a,Mortlake_Baker,A7,5.1,CaCl2,no,NA,NA,17.61904762,no,NA,NA,NA,NA,4.1,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,4.1,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,92,Individuals per m2,92,4.532599493
85,000_Baker1998a,Mortlake_Baker,B7,5.7,CaCl2,no,NA,NA,13.84615385,no,NA,NA,NA,NA,4.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,4.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,42,Individuals per m2,42,3.761200116
86,000_Baker1998a,Mortlake_Baker,C7,4.4,CaCl2,no,NA,NA,12.08333333,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,92,Individuals per m2,92,4.532599493
87,000_Baker1998a,Mortlake_Baker,D7,4.6,CaCl2,no,NA,NA,11.53846154,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,122,Individuals per m2,122,4.812184355
88,000_Baker1998a,Mortlake_Baker,A8,4.9,CaCl2,no,NA,NA,11.38888889,no,NA,NA,NA,NA,3.9,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.9,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,60,Individuals per m2,60,4.110873864
89,000_Baker1998a,Mortlake_Baker,B8,4.3,CaCl2,no,NA,NA,13,no,NA,NA,NA,NA,3.3,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.3,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,23,Individuals per m2,23,3.17805383
90,000_Baker1998a,Mortlake_Baker,C8,4.6,CaCl2,no,NA,NA,13.88888889,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,8,Individuals per m2,8,2.197224577
91,000_Baker1998a,Mortlake_Baker,D8,5,CaCl2,no,NA,NA,15.83333333,no,NA,NA,NA,NA,4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,173,Individuals per m2,173,5.159055299
92,000_Baker1998a,Mortlake_Baker,A11,4.6,CaCl2,no,NA,NA,16.66666667,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,83,Individuals per m2,83,4.430816799
93,000_Baker1998a,Mortlake_Baker,B11,4.5,CaCl2,no,NA,NA,14.21052632,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,72,Individuals per m2,72,4.290459441
94,000_Baker1998a,Mortlake_Baker,C11,4.8,CaCl2,no,NA,NA,11.66666667,no,NA,NA,NA,NA,3.8,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.8,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,20,Individuals per m2,20,3.044522438
95,000_Baker1998a,Mortlake_Baker,A14,4.6,CaCl2,no,NA,NA,12.94117647,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,38,Individuals per m2,38,3.663561646
96,000_Baker1998a,Mortlake_Baker,B14,4.7,CaCl2,no,NA,NA,13.57142857,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,63,Individuals per m2,63,4.158883083
97,000_Baker1998a,Mortlake_Baker,C14,4.6,CaCl2,no,NA,NA,12.35294118,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,18,Individuals per m2,18,2.944438979
98,000_Baker1998a,Mortlake_Baker,D14,4.4,CaCl2,no,NA,NA,13.57142857,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,17,Individuals per m2,17,2.890371758
99,000_Baker1998a,Mortlake_Baker,A15,4.4,CaCl2,no,NA,NA,12.10526316,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,228,Individuals per m2,228,5.433722004
100,000_Baker1998a,Mortlake_Baker,B15,4.7,CaCl2,no,NA,NA,10.58823529,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,62,Individuals per m2,62,4.143134726
101,000_Baker1998a,Mortlake_Baker,C15,4.6,CaCl2,no,NA,NA,11.15384615,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,83,Individuals per m2,83,4.430816799
102,000_Baker1998a,Mortlake_Baker,D15,4.8,CaCl2,no,NA,NA,12.22222222,no,NA,NA,NA,NA,3.8,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.8,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,310,Individuals per m2,310,5.739792912
103,000_Baker1998a,Mortlake_Baker,A18,4.5,CaCl2,no,NA,NA,10.66666667,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,0,Number of species,NA,NA,NA,NA,3,Individuals per m2,3,1.386294361
104,000_Baker1998a,Mortlake_Baker,B18,4.7,CaCl2,no,NA,NA,11.875,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,0,Number of species,NA,NA,NA,NA,22,Individuals per m2,22,3.135494216
105,000_Baker1998a,Mortlake_Baker,C18,4.3,CaCl2,no,NA,NA,11.33333333,no,NA,NA,NA,NA,3.3,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.3,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,167,Individuals per m2,167,5.123963979
106,000_Baker1998a,Mortlake_Baker,D18,4.6,CaCl2,no,NA,NA,11.66666667,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,38,Individuals per m2,38,3.663561646
107,000_Baker1998a,Mortlake_Baker,A22,4.4,CaCl2,no,NA,NA,10.41666667,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,115,Individuals per m2,115,4.753590191
108,000_Baker1998a,Mortlake_Baker,B22,4.4,CaCl2,no,NA,NA,10,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,168,Individuals per m2,168,5.129898715
109,000_Baker1998a,Mortlake_Baker,C22,4.4,CaCl2,no,NA,NA,9.6,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,20,Individuals per m2,20,3.044522438
110,000_Baker1998a,Mortlake_Baker,D22,4.3,CaCl2,no,NA,NA,12.17391304,no,NA,NA,NA,NA,3.3,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.3,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,102,Individuals per m2,102,4.634728988
111,000_Baker1998a,Mortlake_Baker,A23,4.6,CaCl2,no,NA,NA,10.52631579,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,72,Individuals per m2,72,4.290459441
112,000_Baker1998a,Mortlake_Baker,B23,4.7,CaCl2,no,NA,NA,10.4,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,213,Individuals per m2,213,5.365976015
113,000_Baker1998a,Mortlake_Baker,C23,4.7,CaCl2,no,NA,NA,9.666666667,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,328,Individuals per m2,328,5.796057751
114,000_Baker1998a,Mortlake_Baker,D23,4.3,CaCl2,no,NA,NA,14.61538462,no,NA,NA,NA,NA,3.3,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.3,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,305,Individuals per m2,305,5.723585102
115,000_Baker1998a,Mortlake_Baker,A24,4.8,CaCl2,no,NA,NA,10.45454545,no,NA,NA,NA,NA,3.8,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.8,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,268,Individuals per m2,268,5.59471138
116,000_Baker1998a,Mortlake_Baker,B24,4.4,CaCl2,no,NA,NA,10.43478261,no,NA,NA,NA,NA,3.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,270,Individuals per m2,270,5.602118821
117,000_Baker1998a,Mortlake_Baker,C24,4.6,CaCl2,no,NA,NA,11.07142857,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,163,Individuals per m2,163,5.099866428
118,000_Baker1998a,Mortlake_Baker,D24,4.5,CaCl2,no,NA,NA,12,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,170,Individuals per m2,170,5.141663557
119,000_Baker1998a,Mortlake_Baker,A25,4.6,CaCl2,no,NA,NA,11.15384615,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,97,Individuals per m2,97,4.584967479
120,000_Baker1998a,Mortlake_Baker,B25,4.6,CaCl2,no,NA,NA,10.33333333,no,NA,NA,NA,NA,3.6,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.6,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,5,Individuals per m2,5,1.791759469
121,000_Baker1998a,Mortlake_Baker,C25,4.5,CaCl2,no,NA,NA,11.11111111,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,90,Individuals per m2,90,4.510859507
122,000_Baker1998a,Mortlake_Baker,D25,5.4,CaCl2,no,NA,NA,16.15384615,no,NA,NA,NA,NA,4.4,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,4.4,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,7,Individuals per m2,7,2.079441542
123,000_Baker1998a,Mortlake_Baker,A28,4.5,CaCl2,no,NA,NA,9.333333333,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,110,Individuals per m2,110,4.709530201
124,000_Baker1998a,Mortlake_Baker,B28,4.7,CaCl2,no,NA,NA,10.71428571,no,NA,NA,NA,NA,3.7,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.7,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,3,Number of species,NA,NA,NA,NA,100,Individuals per m2,100,4.615120517
125,000_Baker1998a,Mortlake_Baker,C28,4.5,CaCl2,no,NA,NA,9.583333333,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,1,Number of species,NA,NA,NA,NA,50,Individuals per m2,50,3.931825633
126,000_Baker1998a,Mortlake_Baker,D28,4.5,CaCl2,no,NA,NA,9.230769231,no,NA,NA,NA,NA,3.5,6.132890365,34.29900332,15.34219269,50.86046512,29.6744186,2.340531561,3.5,34.29900332,50.86046512,15.34219269,2.340531561,Herbaceous,13.7,3413,17.6,608,21,148,0,0,5834,1114,49.16779709,2,Number of species,NA,NA,NA,NA,137,Individuals per m2,137,4.927253685
